user_id,categories,count,avg_stars
-H0eyTDLTPU65QRhgYvmPA, American (New),3,4.666666666666667
-H0eyTDLTPU65QRhgYvmPA, American (Traditional),4,4.25
-H0eyTDLTPU65QRhgYvmPA, Breakfast & Brunch,2,4.5
-H0eyTDLTPU65QRhgYvmPA, Burgers,2,4.0
-H0eyTDLTPU65QRhgYvmPA, Fish & Chips,2,4.5
-H0eyTDLTPU65QRhgYvmPA, Sandwiches,2,4.5
-HM3BPKTncDJlkAbGKztNw, American (New),2,3.0
-HM3BPKTncDJlkAbGKztNw, Japanese,2,3.0
-HM3BPKTncDJlkAbGKztNw, Tapas/Small Plates,2,3.5
-HMryuf0scfllObkYFF0hg, American (New),2,5.0
-HMryuf0scfllObkYFF0hg, Breakfast & Brunch,2,5.0
-HMryuf0scfllObkYFF0hg, Cafes,4,5.0
-HMryuf0scfllObkYFF0hg, Canadian (New),2,5.0
-HMryuf0scfllObkYFF0hg, Chocolatiers & Shops,3,5.0
-HMryuf0scfllObkYFF0hg, Coffee & Tea,2,5.0
-HMryuf0scfllObkYFF0hg, Desserts,4,5.0
-HMryuf0scfllObkYFF0hg, Dumplings,2,5.0
-HMryuf0scfllObkYFF0hg, Sandwiches,2,3.5
-In3cQmzHxpKHhQBjae7aw, American (Traditional),3,3.6666666666666665
-In3cQmzHxpKHhQBjae7aw, Caterers,2,5.0
-In3cQmzHxpKHhQBjae7aw, Chicken Wings,2,3.0
-In3cQmzHxpKHhQBjae7aw, Event Planning & Services,2,5.0
-In3cQmzHxpKHhQBjae7aw, Sandwiches,2,5.0
-In3cQmzHxpKHhQBjae7aw, Southern,2,3.0
-In3cQmzHxpKHhQBjae7aw,American (New),2,5.0
-JBB4-ALR07J6Pbx478uqg, American (Traditional),2,3.0
-JBB4-ALR07J6Pbx478uqg, Bars,3,3.333333333333333
-JBB4-ALR07J6Pbx478uqg, Burgers,2,3.0
-JBB4-ALR07J6Pbx478uqg, Canadian (New),3,3.333333333333333
-JBB4-ALR07J6Pbx478uqg, Desserts,3,3.333333333333333
-JBB4-ALR07J6Pbx478uqg, Ice Cream & Frozen Yogurt,2,3.5
-JBB4-ALR07J6Pbx478uqg, Japanese,2,3.5
-JBB4-ALR07J6Pbx478uqg, Nightlife,3,3.333333333333333
-JBB4-ALR07J6Pbx478uqg, Sports Bars,2,3.0
-JBB4-ALR07J6Pbx478uqg, Sushi Bars,3,4.0
-JNkd8sGT3vYbMLnKsP2ZQ, American (Traditional),2,5.0
-JNkd8sGT3vYbMLnKsP2ZQ, Bars,2,4.5
-JNkd8sGT3vYbMLnKsP2ZQ, Breakfast & Brunch,3,4.666666666666667
-JNkd8sGT3vYbMLnKsP2ZQ, Nightlife,2,4.5
-JNkd8sGT3vYbMLnKsP2ZQ, Pubs,2,4.5
-JeJdx-wnmx_2KdQZI2IQg, Breakfast & Brunch,2,5.0
-JeJdx-wnmx_2KdQZI2IQg, Cafes,7,3.7142857142857135
-JeJdx-wnmx_2KdQZI2IQg, Coffee & Tea,6,3.5
-JeZ8cvC2MFliE_buUYefw, Breakfast & Brunch,2,4.5
-JeZ8cvC2MFliE_buUYefw, Burgers,2,5.0
-JeZ8cvC2MFliE_buUYefw, Italian,2,4.0
-JeZ8cvC2MFliE_buUYefw, Pizza,2,5.0
-JeZ8cvC2MFliE_buUYefw,Pizza,2,4.0
-JvCu_j-ij3rbBHy0aRSDg, American (New),4,5.0
-JvCu_j-ij3rbBHy0aRSDg, Bars,5,4.6
-JvCu_j-ij3rbBHy0aRSDg, Italian,2,5.0
-JvCu_j-ij3rbBHy0aRSDg, Nightlife,5,4.6
-JvCu_j-ij3rbBHy0aRSDg, Steakhouses,2,5.0
-KLVYlLSeHIKaeTzMPYucA, American (New),3,4.666666666666667
-KLVYlLSeHIKaeTzMPYucA, American (Traditional),3,3.6666666666666665
-KLVYlLSeHIKaeTzMPYucA, Asian Fusion,2,3.0
-KLVYlLSeHIKaeTzMPYucA, Bars,7,4.142857142857143
-KLVYlLSeHIKaeTzMPYucA, Breakfast & Brunch,3,4.666666666666667
-KLVYlLSeHIKaeTzMPYucA, Cafes,2,5.0
-KLVYlLSeHIKaeTzMPYucA, Greek,2,5.0
-KLVYlLSeHIKaeTzMPYucA, Italian,2,4.5
-KLVYlLSeHIKaeTzMPYucA, Japanese,5,4.6
-KLVYlLSeHIKaeTzMPYucA, Mediterranean,3,5.0
-KLVYlLSeHIKaeTzMPYucA, Middle Eastern,3,5.0
-KLVYlLSeHIKaeTzMPYucA, Nightlife,7,4.142857142857143
-KLVYlLSeHIKaeTzMPYucA, Salad,3,5.0
-KLVYlLSeHIKaeTzMPYucA, Sandwiches,3,5.0
-KLVYlLSeHIKaeTzMPYucA, Soup,2,5.0
-KLVYlLSeHIKaeTzMPYucA, Sushi Bars,6,4.5
-KLVYlLSeHIKaeTzMPYucA, Wine Bars,2,5.0
-KLVYlLSeHIKaeTzMPYucA,Coffee & Tea,2,5.0
-KLVYlLSeHIKaeTzMPYucA,Desserts,2,5.0
-KLVYlLSeHIKaeTzMPYucA,Italian,2,5.0
-KLVYlLSeHIKaeTzMPYucA,Japanese,2,4.5
-KLVYlLSeHIKaeTzMPYucA,Seafood,2,3.0
-KXvfQ2kxxDSIljmryYGTw, Bars,2,5.0
-KXvfQ2kxxDSIljmryYGTw, Breakfast & Brunch,3,4.666666666666667
-KXvfQ2kxxDSIljmryYGTw, French,2,4.5
-KXvfQ2kxxDSIljmryYGTw, Pizza,2,3.0
-KXvfQ2kxxDSIljmryYGTw, Steakhouses,2,4.5
-Kisb17pdztyIHZvGPSvbg, Beer,2,5.0
-Kisb17pdztyIHZvGPSvbg, Italian,2,5.0
-Kisb17pdztyIHZvGPSvbg, Wine & Spirits,2,5.0
-Kisb17pdztyIHZvGPSvbg,Pizza,2,5.0
-KlnBpjZYbJIG4vWV-QtIw, American (New),2,3.5
-KlnBpjZYbJIG4vWV-QtIw, American (Traditional),5,3.2
-KlnBpjZYbJIG4vWV-QtIw, Bars,5,3.2
-KlnBpjZYbJIG4vWV-QtIw, Breakfast & Brunch,2,1.5
-KlnBpjZYbJIG4vWV-QtIw, Italian,5,3.6
-KlnBpjZYbJIG4vWV-QtIw, Local Services,2,4.0
-KlnBpjZYbJIG4vWV-QtIw, Nightlife,6,3.5
-KlnBpjZYbJIG4vWV-QtIw, Pizza,2,4.5
-KlnBpjZYbJIG4vWV-QtIw, Printing Services,2,4.0
-KlnBpjZYbJIG4vWV-QtIw, Screen Printing,2,4.0
-KlnBpjZYbJIG4vWV-QtIw, Seafood,2,4.0
-KlnBpjZYbJIG4vWV-QtIw, Steakhouses,2,4.0
-KlnBpjZYbJIG4vWV-QtIw,Mexican,2,4.0
-KlnBpjZYbJIG4vWV-QtIw,Sports Bars,2,4.0
-LOV8pjRzSxzNBZlEJX_eA, Asian Fusion,2,1.0
-LOV8pjRzSxzNBZlEJX_eA, Chinese,2,1.0
-LOV8pjRzSxzNBZlEJX_eA, Mexican,2,1.0
-LlhKHInaTvevUgWcjwHww, Dim Sum,2,1.0
-LlhKHInaTvevUgWcjwHww, Japanese,2,1.0
-LlhKHInaTvevUgWcjwHww, Seafood,2,1.0
-LlhKHInaTvevUgWcjwHww, Sushi Bars,2,1.0
-LlhKHInaTvevUgWcjwHww,American (New),2,1.0
-MERKiI7sX6s9_ovlUxIXg, Breakfast & Brunch,2,3.5
-MERKiI7sX6s9_ovlUxIXg, Vegan,2,3.5
-MERKiI7sX6s9_ovlUxIXg, Vegetarian,3,3.333333333333333
-MfWo8K8kTt1zIAFpCiEMA, American (New),3,3.6666666666666665
-MfWo8K8kTt1zIAFpCiEMA, Asian Fusion,2,4.0
-MfWo8K8kTt1zIAFpCiEMA, Bars,2,3.0
-MfWo8K8kTt1zIAFpCiEMA, Breakfast & Brunch,2,3.5
-MfWo8K8kTt1zIAFpCiEMA, Steakhouses,2,4.0
-MfWo8K8kTt1zIAFpCiEMA,Nightlife,2,3.0
-NIopdD4X-FX7V0ucTg2Vg, Japanese,4,4.25
-NIopdD4X-FX7V0ucTg2Vg, Seafood,2,4.0
-NIopdD4X-FX7V0ucTg2Vg, Thai,2,5.0
-NIopdD4X-FX7V0ucTg2Vg,Chinese,3,4.666666666666667
-NIopdD4X-FX7V0ucTg2Vg,Sushi Bars,2,4.0
-NwAQpIwZsGGJ4dhStmgGg, American (New),4,2.25
-NwAQpIwZsGGJ4dhStmgGg, American (Traditional),3,2.6666666666666665
-NwAQpIwZsGGJ4dhStmgGg, Bars,3,2.6666666666666665
-NwAQpIwZsGGJ4dhStmgGg, Breakfast & Brunch,4,3.25
-NwAQpIwZsGGJ4dhStmgGg, Cafes,2,3.0
-NwAQpIwZsGGJ4dhStmgGg, Coffee & Tea,2,3.0
-NwAQpIwZsGGJ4dhStmgGg, Greek,2,4.5
-NwAQpIwZsGGJ4dhStmgGg, Lounges,2,1.5
-NwAQpIwZsGGJ4dhStmgGg, Nightlife,5,2.8
-NwAQpIwZsGGJ4dhStmgGg, Pizza,2,5.0
-NwAQpIwZsGGJ4dhStmgGg, Seafood,2,1.5
-NwAQpIwZsGGJ4dhStmgGg, Wine Bars,3,3.6666666666666665
-NwAQpIwZsGGJ4dhStmgGg,Bars,2,3.0
-OOCIPkEihAmnqacYH5iRQ, American (New),5,5.0
-OOCIPkEihAmnqacYH5iRQ, American (Traditional),2,5.0
-OOCIPkEihAmnqacYH5iRQ, Asian Fusion,3,5.0
-OOCIPkEihAmnqacYH5iRQ, Bars,3,5.0
-OOCIPkEihAmnqacYH5iRQ, Breakfast & Brunch,3,5.0
-OOCIPkEihAmnqacYH5iRQ, Cocktail Bars,3,5.0
-OOCIPkEihAmnqacYH5iRQ, Mexican,2,5.0
-OOCIPkEihAmnqacYH5iRQ, Noodles,3,5.0
-OOCIPkEihAmnqacYH5iRQ, Seafood,3,5.0
-OOCIPkEihAmnqacYH5iRQ,Nightlife,3,5.0
-P8T8JPiND82pXJJNtniYA, American (New),2,3.5
-P8T8JPiND82pXJJNtniYA, Asian Fusion,2,5.0
-P8T8JPiND82pXJJNtniYA, Bars,5,3.2
-P8T8JPiND82pXJJNtniYA, Beer,2,3.0
-P8T8JPiND82pXJJNtniYA, Breakfast & Brunch,2,4.5
-P8T8JPiND82pXJJNtniYA, Burgers,2,4.5
-P8T8JPiND82pXJJNtniYA, Canadian (New),7,3.571428571428572
-P8T8JPiND82pXJJNtniYA, Nightlife,5,3.4
-P8T8JPiND82pXJJNtniYA, Pizza,2,4.0
-P8T8JPiND82pXJJNtniYA, Wine & Spirits,2,3.0
-P8T8JPiND82pXJJNtniYA, Wine Bars,2,4.5
-P8T8JPiND82pXJJNtniYA,American (New),3,4.666666666666667
-PeQDJteschUtqwaZoa_Ig, Bars,2,5.0
-PeQDJteschUtqwaZoa_Ig, Breakfast & Brunch,2,5.0
-PeQDJteschUtqwaZoa_Ig, Mexican,2,5.0
-QXtyIzfOBObseuJ0NxZUw, American (New),2,3.0
-QXtyIzfOBObseuJ0NxZUw, American (Traditional),2,3.0
-QXtyIzfOBObseuJ0NxZUw, Desserts,2,3.0
-QXtyIzfOBObseuJ0NxZUw, Salad,2,3.0
-QXtyIzfOBObseuJ0NxZUw, Seafood,2,3.0
-RKsh-eKWJtDqnzTLCz-1Q, American (Traditional),2,4.5
-RKsh-eKWJtDqnzTLCz-1Q, Bars,2,4.5
-RKsh-eKWJtDqnzTLCz-1Q, Dance Clubs,2,5.0
-RKsh-eKWJtDqnzTLCz-1Q, Lounges,2,5.0
-RKsh-eKWJtDqnzTLCz-1Q, Nightlife,3,5.0
-RKsh-eKWJtDqnzTLCz-1Q, Sports Bars,2,5.0
-RKsh-eKWJtDqnzTLCz-1Q,Bars,2,5.0
-So6Mo1vaqKXXiyep_rpQQ, Breakfast & Brunch,3,2.6666666666666665
-So6Mo1vaqKXXiyep_rpQQ, Italian,2,4.5
-So6Mo1vaqKXXiyep_rpQQ, Nightlife,2,4.0
-So6Mo1vaqKXXiyep_rpQQ, Sandwiches,2,2.5
-TxjR3zntpG9U29B4rB8Og, American (New),3,4.0
-TxjR3zntpG9U29B4rB8Og, American (Traditional),2,4.5
-TxjR3zntpG9U29B4rB8Og, Breakfast & Brunch,2,3.5
-UX5N27s4DKvozCtaHe9BA, American (Traditional),2,3.0
-UX5N27s4DKvozCtaHe9BA, Bars,2,3.0
-UX5N27s4DKvozCtaHe9BA, Breweries,2,3.0
-UX5N27s4DKvozCtaHe9BA, Nightlife,2,3.0
-UX5N27s4DKvozCtaHe9BA, Pizza,4,2.0
-UX5N27s4DKvozCtaHe9BA, Sports Bars,2,3.0
-UiqJBO6goSPkyHnWtEFFg, Asian Fusion,2,3.5
-UiqJBO6goSPkyHnWtEFFg, Breakfast & Brunch,2,5.0
-UiqJBO6goSPkyHnWtEFFg, Hawaiian,2,3.5
-UtimlakeEu8U-_TQUuIDw, Bars,2,5.0
-UtimlakeEu8U-_TQUuIDw, Desserts,2,5.0
-UtimlakeEu8U-_TQUuIDw, Italian,2,4.5
-UtimlakeEu8U-_TQUuIDw, Mexican,2,4.0
-ZKDfcKIl9eUCWsozRAHkQ, American (Traditional),3,2.333333333333333
-ZKDfcKIl9eUCWsozRAHkQ, Breakfast & Brunch,2,3.0
-ZKDfcKIl9eUCWsozRAHkQ, Burgers,2,3.0
-ZKDfcKIl9eUCWsozRAHkQ, Nightlife,3,2.333333333333333
-ZKDfcKIl9eUCWsozRAHkQ,American (New),2,3.0
-ZKDfcKIl9eUCWsozRAHkQ,Bars,2,1.0
-ZfCqFw1938CNsQ4eXGtSg, Asian Fusion,2,3.5
-ZfCqFw1938CNsQ4eXGtSg, Bars,3,4.0
-ZfCqFw1938CNsQ4eXGtSg, Desserts,2,3.5
-ZfCqFw1938CNsQ4eXGtSg, Japanese,3,3.0
-ZfCqFw1938CNsQ4eXGtSg, Korean,2,5.0
-ZfCqFw1938CNsQ4eXGtSg, Nightlife,2,3.5
-ZfCqFw1938CNsQ4eXGtSg, Sushi Bars,3,1.6666666666666667
-ZfCqFw1938CNsQ4eXGtSg, Thai,2,2.0
-ZfCqFw1938CNsQ4eXGtSg,Seafood,2,2.0
-_-yAmYXeZiHGC4ZM8CnDA, American (New),3,3.6666666666666665
-_-yAmYXeZiHGC4ZM8CnDA, Bars,2,3.0
-_-yAmYXeZiHGC4ZM8CnDA, Breakfast & Brunch,3,3.333333333333333
-_-yAmYXeZiHGC4ZM8CnDA, Mexican,2,3.0
-_-yAmYXeZiHGC4ZM8CnDA, Nightlife,2,3.0
-_-yAmYXeZiHGC4ZM8CnDA, Pizza,2,3.0
-_-yAmYXeZiHGC4ZM8CnDA, Southern,2,3.0
-_-yAmYXeZiHGC4ZM8CnDA, Vegetarian,2,3.5
-_8Okz0OlbxX3ecsrUphwQ, American (New),2,3.5
-_8Okz0OlbxX3ecsrUphwQ, American (Traditional),3,3.0
-_8Okz0OlbxX3ecsrUphwQ, Bars,4,3.0
-_8Okz0OlbxX3ecsrUphwQ, Beer,2,3.5
-_8Okz0OlbxX3ecsrUphwQ, Nightlife,4,3.0
-_8Okz0OlbxX3ecsrUphwQ, Pizza,3,3.333333333333333
-_8Okz0OlbxX3ecsrUphwQ, Sandwiches,2,3.5
-_8Okz0OlbxX3ecsrUphwQ, Wine & Spirits,2,3.5
-_8Okz0OlbxX3ecsrUphwQ,Pubs,2,3.5
-a0lpGZIBodkwrrCLvRg8g, Bars,3,3.6666666666666665
-a0lpGZIBodkwrrCLvRg8g, Mediterranean,2,5.0
-a0lpGZIBodkwrrCLvRg8g, Nightlife,3,3.6666666666666665
-ad22O8EIgPU_TqQ3Quxgg, American (New),2,4.5
-ad22O8EIgPU_TqQ3Quxgg, Bakeries,3,4.666666666666667
-ad22O8EIgPU_TqQ3Quxgg, Bars,8,4.5
-ad22O8EIgPU_TqQ3Quxgg, Beer,2,4.0
-ad22O8EIgPU_TqQ3Quxgg, Breakfast & Brunch,7,4.571428571428571
-ad22O8EIgPU_TqQ3Quxgg, Cafes,4,4.75
-ad22O8EIgPU_TqQ3Quxgg, Cocktail Bars,3,4.666666666666667
-ad22O8EIgPU_TqQ3Quxgg, Coffee & Tea,6,4.833333333333333
-ad22O8EIgPU_TqQ3Quxgg, Delis,2,5.0
-ad22O8EIgPU_TqQ3Quxgg, Desserts,2,5.0
-ad22O8EIgPU_TqQ3Quxgg, Italian,3,5.0
-ad22O8EIgPU_TqQ3Quxgg, Mediterranean,2,4.5
-ad22O8EIgPU_TqQ3Quxgg, Mexican,3,4.333333333333333
-ad22O8EIgPU_TqQ3Quxgg, Nightlife,8,4.375
-ad22O8EIgPU_TqQ3Quxgg, Pizza,2,5.0
-ad22O8EIgPU_TqQ3Quxgg, Sandwiches,5,4.8
-ad22O8EIgPU_TqQ3Quxgg, Seafood,5,4.6
-ad22O8EIgPU_TqQ3Quxgg, Tex-Mex,2,4.0
-ad22O8EIgPU_TqQ3Quxgg, Thai,3,4.666666666666667
-ad22O8EIgPU_TqQ3Quxgg, Vegan,4,4.0
-ad22O8EIgPU_TqQ3Quxgg, Vegetarian,2,3.5
-ad22O8EIgPU_TqQ3Quxgg, Wine & Spirits,2,4.0
-ad22O8EIgPU_TqQ3Quxgg,Bakeries,2,5.0
-bCs6n5iQ-2karqcGXCSHw, American (Traditional),4,3.0
-bCs6n5iQ-2karqcGXCSHw, Bars,5,4.2
-bCs6n5iQ-2karqcGXCSHw, Breakfast & Brunch,4,3.75
-bCs6n5iQ-2karqcGXCSHw, Burgers,2,2.5
-bCs6n5iQ-2karqcGXCSHw, Canadian (New),5,4.4
-bCs6n5iQ-2karqcGXCSHw, Cocktail Bars,3,4.0
-bCs6n5iQ-2karqcGXCSHw, Event Planning & Services,2,5.0
-bCs6n5iQ-2karqcGXCSHw, Halal,4,3.0
-bCs6n5iQ-2karqcGXCSHw, Hotels,2,5.0
-bCs6n5iQ-2karqcGXCSHw, Middle Eastern,3,3.0
-bCs6n5iQ-2karqcGXCSHw, Nightlife,5,4.2
-bCs6n5iQ-2karqcGXCSHw, Sandwiches,3,2.6666666666666665
-bCs6n5iQ-2karqcGXCSHw, Steakhouses,3,2.6666666666666665
-bCs6n5iQ-2karqcGXCSHw, Vegetarian,2,1.5
-bCs6n5iQ-2karqcGXCSHw,Vegan,2,2.5
-dDxic_xFDnPdO3LZIWLrg, American (Traditional),3,3.6666666666666665
-dDxic_xFDnPdO3LZIWLrg, Chicken Wings,3,3.6666666666666665
-dDxic_xFDnPdO3LZIWLrg, Nightlife,2,3.0
-dDxic_xFDnPdO3LZIWLrg, Pizza,2,3.0
-e3_4nMdSYLBH1oSzAWybQ, American (New),2,4.5
-e3_4nMdSYLBH1oSzAWybQ, Bars,2,4.0
-e3_4nMdSYLBH1oSzAWybQ, Nightlife,2,4.0
-e3_4nMdSYLBH1oSzAWybQ,Vegetarian,2,4.5
-hacNOmyS7MvUYj7vFKjvQ, Bars,3,4.666666666666667
-hacNOmyS7MvUYj7vFKjvQ, Breakfast & Brunch,5,4.8
-hacNOmyS7MvUYj7vFKjvQ, Nightlife,3,4.666666666666667
-hacNOmyS7MvUYj7vFKjvQ, Sushi Bars,2,5.0
-hacNOmyS7MvUYj7vFKjvQ,Japanese,2,5.0
-hduof_OJrikj4-XcIaLEQ, American (New),3,5.0
-hduof_OJrikj4-XcIaLEQ, American (Traditional),5,4.2
-hduof_OJrikj4-XcIaLEQ, Bars,2,5.0
-hduof_OJrikj4-XcIaLEQ, Mexican,2,5.0
-hduof_OJrikj4-XcIaLEQ, Nightlife,2,5.0
-hduof_OJrikj4-XcIaLEQ, Tacos,2,5.0
-hduof_OJrikj4-XcIaLEQ,Whiskey Bars,2,5.0
-hxL_2phtImtQlDcpVjxUQ, Breakfast & Brunch,2,4.0
